Famille d'origine;Planet;People;Prosperity;RECOMMANDATION;CRITERES;JUSTIFICATIONS;Etape Cycle de Vie;incontournables;Indicateurs;X;Y;Priorite;Recurrence;Use Case
ARCHITECTURE;B;B;B;Integrer les equipes dans le projet;L'architecte dispose-t-il d'un rele dans la continuite du produit ? Est-il associe aux phases de presentation, evangelisation, de build et de run du produit mis en oeuvre ?;Chaque etape projet doit s'attacher e prendre en compte la couverture la plus complete possible du cycle de vie produit.;Deploiement;;;;;;;
ARCHITECTURE;B;A;A;Integrer les equipes dans le projet;L'animation de l'equipe projet integre-t-elle une dimension Numerique Responsable ?;La prise en compte des aspects NR fait au demarrage de la conception peut etre respectee mais dans un mode iteratif il est possible de s'en ecarter graduellement. Les revues du respect NR sont indispensables pour conserver la coherence du projet.;Maintenance;;;;;;;
FRONTEND;A;A;A;Valider le perimetre et la couverture fonctionnelle du projet;Est-ce que les fonctions proposees sont bien en rapport avec un usage ?;Derriere chaque fonctionnalite il y a du code, des echanges, des donnees. Si certaines fonctions ne correspondent pas e un vrai besoin, des ressources sont gaspillees en vain.;Utilisation;;(X / Y ) * 100;Fonctionnalites validees;Fonctionnalites;High;OnUpdate;Les solutions d'analytics / sondes sont mises en oeuvre et optimisees pour valider les utilisations des fonctionnalites
FRONTEND;B;B;B;Valider le perimetre et la couverture fonctionnelle du projet;Chaque fonction du service est-elle apprehendee en regard de son importance dans le service ?;Les fonctions les plus gourmandes en ressources ne sont pas toujours les fonctions les plus utiles, il est acceptable de consommer des ressources pour des elements critiques, mais plus dommageable lorsque c'est pour des choses mineures.;Utilisation;;;;;;;
FRONTEND;B;B;B;Valider le perimetre et la couverture fonctionnelle du projet;Les fonctions secondaires ont-elles aussi un impact moindre sur l'impact environnemental ?;La coherence NR pousse e s'assurer que les fonctions secondaires n'ont pas un impact environnemental plus important que les fonctions principales. Les phases de developpement doivent clairement identifier les fonctions principales et secondaires et leur impact du point de vue NR.;Utilisation;;;;;;;
FRONTEND;C;B;A;Valider le perimetre et la couverture fonctionnelle du projet;Utilisez-vous des standards de developpement eprouves ?;Les meilleurs standards de developpement couvrent une grande partie des attentes du NR sur les aspects de fiabilite, de reutilisation, validation des codes produits, ainsi que l'utilisabilite par differentes categories de publics. L'adoption et le respect de ces standards donne une base solide pour construire en appliquant les demarches NR qui sont hors du perimetre de ces methodes et outils.;Realisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;Developpement
FRONTEND;C;B;A;Valider le perimetre et la couverture fonctionnelle du projet;Est-ce qu'une methodologie de qualite est en place ?;La qualite du logiciel produit a un impact direct sur les aspects NR. Les defauts entraenent de multiples livraisons de nouvelles versions successives, les anomalies entraenent des productions de traces d'anomalies importantes, et des fonctionnalites plus consommatrices de ressources techniques, parfois pour un resultat non atteint, donc des ressources ont ete gaspillees pour ne produire aucun resultat;Realisation;;;;;;;
FRONTEND;A;B;B;Valider le perimetre et la couverture fonctionnelle du projet;Les donnees ACV sont-elles reutilisees dans le cas d'une adaptation d'un service existant ?;Les analyses ACV peuvent etre realisees sur des services existants afin de les rendre plus efficaces dans le cas d'une refonte ou adaptation d'un service existant, les specifications et exigences NR issues des ACV precedentes doivent etre reprises et adaptees si besoin.;Revalorisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;OnUpdate;"Une ACV minimale (""screening"") est disponible pour le service existant"
FRONTEND;B;B;B;Valider le perimetre et la couverture fonctionnelle du projet;Est-ce bien la fonctionnalite qui guide les choix plutet que l'attrait de la technologie e la mode ?;Le choix technologique doit etre dicte par les fonctionnalites et le respect des criteres NR, plutet que par l'attrait technologique de la nouveaute e la mode.;Acquisition;;;;;;;
FRONTEND;B;B;B;Federer les equipes et le public cible;Quel serait mon reflexe de dev, pour prendre en compte le cycle de vie ?;La prise en compte du cycle doit etre integree dans les phases de developpement. Les developpeurs sont les principaux acteurs qui, par leurs choix, leurs pratiques vont conditionner les resultats futurs. La prise en compte du cycle de vie dans le developpement est indispensable. Il serait plus coeteux, plus risque et moins efficace de traiter les aspects de cycle de vie en aval.;Realisation;;;;;;;
FRONTEND;C;B;B;Federer les equipes et le public cible;Chaque partie-prenante interne a-t-elle la latitude de prendre des decisions pouvant influer sur l'impact environnemental ?;Les orientations des developpements peuvent evoluer au fil du temps. Ces evolutions doivent systematiquement prendre en compte les aspects NR. Les adaptations sont le plus souvent le fait des metiers ou des contraintes techniques qui apparaissent au cours du developpement. Les impacts environnementaux doivent pouvoir aussi etre traites par les equipes techniques avec des chemins de validation pre-definis.;Realisation;;;;;;;
FRONTEND;B;A;A;Federer les equipes et le public cible;Les aspects Numerique Responsable sont-ils propages et entretenus sur l'ensemble des acteurs ?;La maturite NR d'une equipe repose sur la connaissance partagee. C'est cette connaissance NR qui doit etre presente pour devenir une pratique metier standard en permanente evolution.;N/A;;;;;;;
FRONTEND;B;B;B;Federer les equipes et le public cible;Le public cible du service est-il determine vis-e-vis de ses capacites d'utilisation du service ?;La finalite du developpement est dependante des publics utilisateurs cibles. Les choix d'implementation ont une forte consequence sur la capacite d'utilisation du service. Les equipes de developpement sont souvent eloignees des cas d'usage reels, il est indispensable de reconstruire cette proximite pour que tous les publics utilisateurs soient inclus.;Utilisation;;;;;Medium;OnUpdate;Fiche de cadrage
FRONTEND;A;C;B;Utiliser les environnements et outils qui permettent de limiter les impacts;Utilisez vous les mecanismes de cache pour limiter les echanges ?;La reduction des volumes d'echanges, des operations de calculs, traitements, et acces aux donnees est un axe d'optimisation des consommations de ressources. La mise en place de systemes de cache permet de reduire les coets des operations repetitives. Les mecanismes de cache peuvent etre deployes e differents points de passage dans un service. Plus le cache est proche du demandeur qu'il doit servir, plus le volume de donnees en transit et la longueur du chemin emprunte par les donnees sont faibles. Plus le cache est proche de la source de donnees, plus il peut etre mutualise par un nombre important d'utilisateurs mais les donnees seront tout de meme echangees, seules les operations de traitement et collecte seront reduites.;Realisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Le dossier technique identifie les caches et la strategie de cache utilisee pour chaque type de flux. Les outils de gestions des caches (purge / desactivation) sont utilises pour valider les performances effectives (ex: CHROME : console /network enable - disable cache)
FRONTEND;B;C;B;Utiliser les environnements et outils qui permettent de limiter les impacts;Est-ce que les fonctionnalites couvertes par des actions locales (cete client) sont privilegiees plutet que des echanges API ?;Les charges introduites par la sollicitation de ressources distantes via des mecanismes API peuvent etre importantes. Certaines fonctionnalites pourraient etre couvertes par des actions locales plutet que distantes ce qui reduit la volumetrie des echanges et le nombre de composants mis en oeuvre, donc reduit l'impact environnemental. En revanche, il ne faut pas que le traitement en local d'une fonctionnalite qui peut necessiter de nouvelles dependances techniques, alourdisse la charge sur le front end.;Realisation;INCONTOURNABLE;(X / Y ) * 100;Fonctionnalites analysees;Fonctionnalites elligibles;High;OnUpdate;Les tests de navigation / parcours utilisateur couvrent les acces API, les outils de developpement des navigateurs permettent de suivre les volumes de donnees (ex: CHROME - network)
FRONTEND;A;C;B;Utiliser les environnements et outils qui permettent de limiter les impacts;Est-ce que les donnees remontees par les API sont bien uniquement celles dont l'application a besoin au moment oe elles sont demandees ?;Les parcours et besoins des utilisateurs sont tres difficilement anticipables. Une tendance consiste e collecter sur le front end un maximum de donnees pour couvrir le maximum de cas d'utilisation. Cette pratique est inefficace d'un point de vue NR car la collecte, le traitement, l'acheminement, le stockage local des donnees genere une charge et donc une consommation energetique importante sans certitude que toutes ces donnees seront effectivement utilisees. L'empreinte du service doit etre reduite en ne collectant que les donnees indispensables au fur et e mesure du deroulement du service via les mecanismes API.;Realisation;;(X / Y ) * 100;Donnees API analysees;Donnees API collectees;High;OnUpdate;Les outils de developpement et consoles des navigateurs sont utilises pour suivre les echanges API (ex: CHROME : console network)
FRONTEND;B;B;A;Utiliser les environnements et outils qui permettent de limiter les impacts;Est-ce qu'une alternative openSource est disponible pour les API ?;L'opacite de certains fournisseurs de service ne permet pas de connaetre leurs pratiques sur les differentes dimensions du NR. Les solutions open source, communautaires peuvent lever certaines de ces contraintes, mais l'open source ne garantit pas que l'ensemble des criteres NR soient couverts ou visibles.;Acquisition;;;;;;;
FRONTEND;A;B;B;Utiliser les environnements et outils qui permettent de limiter les impacts;Les bibliotheques utilisees permettent-elles de ne prendre que les composants effectivement utiles ?;Bien souvent les composants issus de bibliotheques publiques (open source ou commerciales) apportent un ensemble de fonctionnalites qui ne sont que rarement toutes utilisees et drainent des dependances vis-e -is d'autres composants avec les memes caracteristiques. Au final le projet agrege un volume de bibliotheque important alors qu'une petite partie est reellement utilisee. Privilegier les composants dont les dependances et fonctionnalites sont pilotables par rapport aux besoins est efficace du point de vue NR.;Acquisition;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Le dossier technique identifie les dependances de composants et precise les elements pouvant etre supprimes.
