Original family;Planet;People;Prosperity;RECOMMENDATION;Criteria;Justifications;Stage life cycle;inescapable;Indicators;X;Y;Priority;Recurrence;USE CASE;ID
Frontent;A;B;B;Validate the perimeter and the functional coverage of the project;Are ACV data reutilized in the case of an adaptation of an existing service?;ACV analyzes can be carried out on existing services to make them more efficient in the case of an overhaul or adaptation of an existing service, the specifications and requirements of the preceding ACVs must be taken and adapted if necessary.;Revaluation;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Onupdate;"A minimal ACV (""screening"") is available for the existing service";FRT-4
Frontent;B;B;B;Validate the perimeter and the functional coverage of the project;Is it the functionality that guides the choices rather that the attraction of technology e fashion?;The technological choice must be dictated by the functionalities and respect of the NR criteria, rather than by the technological appeal of the new fashion.;Acquisition;;;;;;;;FRT-4.01
Frontent;;;;Federate Target Teams and Public;;;;;;;;;;;FRT-4.C01
Frontent;B;B;B;Federate Target Teams and Public;What would be my Dev reflex, to take into account the life cycle?;The consideration of the cycle must be integrated in the development phases. Developers are the main actors who, by their choices, their practices will condition future results. Taking into account the life cycle in development is indispensable. It would be more cookies, more risk and less effective to treat aspects of downstream life cycle.;Production;;;;;;;;FRT-4.C02
Frontent;C;B;B;Federate Target Teams and Public;Does each internal participant have the latitude of taking decisions that can affect the environmental impact?;Development orientations can evolve over time. These evolutions must systematically take into account the NR aspects. Adaptations are most often the fact of the trades or technical constraints that appear during development. Environmental impacts must also be able to be treated by the technical teams with pre-defined validation paths.;Production;;;;;;;;FRT-4.02
Frontent;B;A;A;Federate Target Teams and Public;Are the responsible digital aspects are spread and maintained on all the actors?;The Maturite NR of a team is based on sharing knowledge. It is this NR knowledge that must be presented to become a Standard Standard Practice Evolution.;N / A;;;;;;;;FRT-5
Frontent;B;B;B;Federate Target Teams and Public;Is the target audience of the service determines aimed at its service capacity capabilities?;The developmental endpoint is dependent on target users. Implementation choices have a strong consequence on the service capacity capabitality. Development teams are often removed from actual use cases, it is essential to rebuild this proximity so that all user audiences are included.;Use;;;;;Medium;Onupdate;Framing sheet;FRT-5.01
Frontent;;;;Use environments and tools that limit impacts;;;;;;;;;;;FRT-5.C01
Frontent;A;C;B;Use environments and tools that limit impacts;Do you use cache mechanisms to limit exchange?;The reduction of trade volumes, calculation operations, treatments, and access to data is an axis of optimization of resource consumption. The setting up of cache systems can reduce the parts of the repetitive operations. Cache mechanisms can be deployed different points of passage in a service. The closer the cache is to be used, the more the volume of transit data and the length of the path borrowed by the data is weak. The closer the cache is close to the data source, the more mutualized it can be mutualized by a significant number of users, but the data will be exchanged, only the processing operations and collection will be reduced.;Production;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;The technical folder identifies caches and cache strategy used for each type of stream. Covers (purge / disabled) management tools are used to validate actual performance (eg Chrome: Console / Network Enable - Disable Cache);FRT-5.C02
Frontent;B;C;B;Use environments and tools that limit impacts;Are the functionalites covered by local actions (CETE customer) are privileged rather than API exchanges?;The loads introduced by the solicitation of remote resources via API mechanisms can be important. Some functionalities could be covered by local actions rather than remote which reduces the volume of exchanges and the number of components implemented, therefore reduces the environmental impact. On the other hand, it is not necessary that the local treatment of a functionality which may require new technical dependence, will increase the load on the end end.;Production;UNAVOIDABLE;(X / y) * 100;Functionalites Analysis;Elligible functionalities;High;Onupdate;Navigation / User Travel Tests cover API access, browse development tools make it possible to track data volumes (eg Chrome - Network);FRT-5.C03
Frontent;A;C;B;Use environments and tools that limit impacts;Does the data upset by the APIs are only those whose application needs at the time they are requested?;The routes and needs of users are very difficult to anticipate. A tendency consists of collecting the front end a maximum of data to cover the maximum of use case. This practice is ineffective from a NR point of view because the collection, treatment, routing, local data storage generates a load and therefore an important energetic consumption without certain that all these data will actually be used. The imprint of the service must be reduced by collecting only the indispensable data as the procedure of the service via the API mechanisms.;Production;;(X / y) * 100;API DATA ANALYSIS;DATA API Collected;High;Onupdate;Development tools and brakes of browsers are used to track API exchanges (Ex: Chrome: Network Console);FRT-5.02
Frontent;B;B;A;Use environments and tools that limit impacts;Is an OpenSource alternative for APIs?;The opacity of certain service providers does not allow to know their practices on the different dimensions of the NR. Open source, Community solutions can remove some of these constraints, but the open source does not guarantee that all the NR criteria be covered or visible.;Acquisition;;;;;;;;FRT-5.03
